"ticker_code","sector_name","statement_date","stocks_amount","div_yield","assets","disponibility","current_assets","gross_debt","net_debt","liquid_equity","net_revenue","ebit","liquid_profit","price_date","price_value"
MOVI3,Consumo Cíclico,2022-03-31,362302000,3.40,20955400000,5650580000,7684010000,13878800000,8228170000,6493520000,3241290000,2212570000,968052000,2022-06-22,13.94
JHSF3,Consumo Cíclico,2022-03-31,679329000,5.60,8574370000,664390000,1962550000,2053520000,1389130000,2083590000,4599010000,1120930000,978109000,2022-06-22,6.17
HBOR3,Consumo Cíclico,2022-03-31,133851000,7.10,4469810000,342113000,2635100000,1349390000,1007270000,918423000,1342810000,71830000,84479000,2022-06-22,2.49
PDGR3,Consumo Cíclico,2022-03-31,56133000,0.00,1221720000,97666000,970797000,1144280000,1046620000,347882000,-5104050000,-72796000,139434000,2022-06-22,1.04
EZTC3,Consumo Cíclico,2022-03-31,220989000,3.80,5067340000,831014000,2219960000,38259000,-792755000,1050060000,4387210000,265977000,461867000,2022-06-22,15.31
RENT3,Consumo Cíclico,2022-03-31,758467000,1.50,26733800000,5743550000,7876230000,13893800000,8150270000,10815900000,8036630000,3460300000,2078840000,2022-06-22,50.46
MRVE3,Consumo Cíclico,2022-03-31,483233000,2.00,20892400000,1393250000,10028800000,6169870000,4776620000,7195570000,6021890000,555284000,739567000,2022-06-22,8.15
MGLU3,Consumo Cíclico,2022-03-31,6748930000,0.60,33761200000,1991630000,19591300000,6911520000,4919890000,35787500000,11118200000,242814000,170722000,2022-06-22,2.44
LREN3,Consumo Cíclico,2022-03-31,989304000,2.00,21060600000,5657250000,13818000000,3687270000,-1969970000,11603900000,9624740000,2244580000,972445000,2022-06-22,23.47
COGN3,Consumo Cíclico,2022-03-31,1876610000,0.00,28459100000,3837810000,6934240000,9847470000,6009660000,4849220000,12714100000,663265000,-411257000,2022-06-22,2.25
WHRL3,Consumo Cíclico,2022-03-31,1502790000,8.40,8450790000,1334210000,6078990000,1165340000,-168871000,11408700000,2017060000,856044000,905210000,2022-06-22,4.76
TCSA3,Consumo Cíclico,2022-03-31,73619000,0.00,1563630000,183327000,790823000,576566000,393239000,161166000,583198000,-83072000,-165409000,2022-06-22,2.14
SMLS3,Consumo Cíclico,2021-06-30,124159000,0.00,2734720000,64721000,1641480000,0,-64721000,660323000,679678000,268192000,257995000,2021-06-04,22.4
SEER3,Consumo Cíclico,2022-03-31,128722000,1.70,3333740000,180611000,615082000,578473000,397862000,1480840000,1443670000,213125000,4096000,2022-06-22,6.85
GFSA3,Consumo Cíclico,2022-03-31,337446000,0.00,4838230000,598170000,3084820000,1635680000,1037510000,843474000,1816090000,67951000,68402000,2022-06-22,1.25
YDUQ3,Consumo Cíclico,2022-03-31,309089000,0.90,10055500000,1707790000,2872440000,5532750000,3824960000,4502020000,3279590000,583732000,190985000,2022-06-22,13.59
CYRE3,Consumo Cíclico,2022-03-31,399743000,4.70,14217100000,2160850000,7981630000,3670950000,1510110000,5018750000,6357090000,809501000,883823000,2022-06-22,12.11
CVCB3,Consumo Cíclico,2022-03-31,224935000,0.00,4474820000,969042000,2579610000,1014320000,45280000,952770000,202696000,-256557000,-566112000,2022-06-22,9.06
SBFG3,Consumo Cíclico,2022-03-31,242998000,0.60,7048480000,361159000,3410070000,2252500000,1891340000,5642250000,2114670000,575250000,551648000,2022-06-22,20.05
SMTO3,Consumo não Cíclico,2021-12-31,354011000,5.60,14398300000,1502940000,4633130000,6598340000,5095400000,5390670000,4842160000,1833920000,1462800000,2022-06-22,39.41
MDIA3,Consumo não Cíclico,2022-03-31,339000000,8.00,9971470000,862439000,3983950000,1672550000,810107000,8213320000,6313140000,496517000,527723000,2022-06-22,24.62
CAML3,Consumo não Cíclico,2022-02-28,360000000,3.80,7930970000,1630060000,4829110000,3430010000,1799950000,9015860000,2878800000,527431000,477784000,2022-06-22,9.42
AGRO3,Consumo não Cíclico,2022-03-31,102377000,17.30,3493230000,584255000,1789860000,652308000,68053000,1926410000,2469380000,769044000,634402000,2022-06-22,26.34
BEEF3,Consumo não Cíclico,2022-03-31,607283000,5.10,17619900000,5289380000,11287600000,11787000000,6497610000,28391200000,485754000,2141900000,453925000,2022-06-22,13.21
VIVA3,Consumo não Cíclico,2022-03-31,236198000,1.50,2531550000,393685000,1496360000,285467000,-108218000,1586080000,1437250000,340749000,340499000,2022-06-22,22.16
CRFB3,Consumo não Cíclico,2022-03-31,1986230000,3.60,58542000000,3692000000,30618000000,11694000000,8002000000,80454000000,17440000000,4015000000,2591000000,2022-06-22,15.83
PCAR3,Consumo não Cíclico,2022-03-31,269455000,2.10,44758000000,3610000000,14035000000,8334000000,4724000000,48908000000,14283000000,3402000000,2088000000,2022-06-22,16.3
NTCO3,Consumo não Cíclico,2022-03-31,1380950000,1.00,52223900000,4536710000,14749000000,11867000000,7330260000,38962900000,23821900000,1786530000,560037000,2022-06-22,14.35
MRFG3,Consumo não Cíclico,2022-03-31,691370000,25.50,48561800000,11167800000,21180400000,32879400000,21711500000,90493400000,3359720000,13992300000,4171390000,2022-06-22,12.68
JBSS3,Consumo não Cíclico,2022-03-31,2218120000,9.80,189215000000,18521000000,74981500000,83770200000,65249200000,366311000000,43186100000,34715500000,23583300000,2022-06-22,32.9
BRFS3,Consumo não Cíclico,2022-03-31,1082470000,0.00,55613800000,9425270000,26291900000,22577200000,13152000000,49792600000,12423100000,1688270000,-1177440000,2022-06-22,13.07
IGTI3,Financeiro,2022-03-31,1848760000,1.30,7244230000,1886050000,2235800000,3380250000,1494210000,916889000,3407800000,387156000,202066000,2022-06-22,2.36
TRAD3,Financeiro,2022-03-31,281647000,0.00,621179000,271542000,298340000,7390000,-264152000,102582000,592852000,-49940000,33000,2022-06-22,6.57
BTTL3,Financeiro,2021-03-31,14861000,0.00,195427000,30147000,104642000,42624000,12477000,550030000,37891000,31413000,28084000,2021-06-09,20.19
SCAR3,Financeiro,2022-03-31,57737000,0.50,3479020000,72466000,265722000,1848650000,1776190000,277435000,1551380000,134885000,-5128000,2022-06-22,29.39
LPSB3,Financeiro,2022-03-31,147555000,2.80,418318000,91946000,139775000,0,-91946000,216405000,188118000,38355000,42639000,2022-06-22,2.6
IGBR3,Financeiro,2021-12-31,1250000,0.00,115863000,2626000,6869000,352135000,349509000,5501000,-1042720000,-73879000,-54161000,2022-06-22,34.0
GSHP3,Financeiro,2022-03-31,1928770,0.00,1518030000,45275000,279947000,1581280000,1536010000,141105000,-560989000,50580000,66784000,2022-06-17,25.18
PSSA3,Financeiro,2022-03-31,646586000,5.00,42466900000,9210730000,27797700000,0,-9210730000,22258100000,9296640000,18055100000,1424680000,2022-06-22,18.81
CARD3,Financeiro,2022-03-31,41800000,6.30,581214000,82677000,170267000,106722000,24045000,521980000,354167000,89948000,63145000,2022-06-22,12.71
